pseudo_mr,text
Thurn and Taxis average rating good. Thurn and Taxis instance of board game. Thurn and Taxis developer Andreas Seyfarth. Thurn and Taxis domain board game.,You said you like Thurn and Taxis. Do you think most of Andreas Seyfarth's board games are good?
Lord of the Rings genre fantasy. Lord of the Rings developer Reiner Knizia. Lord of the Rings publication year 2000. Lord of the Rings domain board game.,"
Lord of the Rings is a fantasy board game developed by Reiner Knizia, published in 2000."
Barbarossa genre fantasy. Barbarossa publisher Franckh-Kosmos. Barbarossa domain board game.," Have you ever played a board game in the fantasy genre published by Franckh-Kosmos, like Barbarossa?"
Battle Masters based on Warhammer. Battle Masters publication year 1992. Battle Masters domain board game.," Are you referring to the 1992 board game Battle Masters, based on Warhammer?"
Twilight Struggle publisher GMT Games. Twilight Struggle instance of board game. Twilight Struggle domain board game.," Have you ever played a board game published by GMT Games, like Twilight Struggle?"
board game specifier educational. board game genre mystery fiction. board game domain board game.,Is there an educational board game in the mystery fiction genre?
HeroQuest genre fantasy. HeroQuest instance of board game. HeroQuest minimum playing time 90. HeroQuest domain board game.,HeroQuest is a fantasy board game with a minimum playing time of 90 minutes.
Betrayal at House on the Hill genre horror fiction. Betrayal at House on the Hill developer Bruce Glassco. Betrayal at House on the Hill domain board game.," Have you ever played a board game in the horror fiction genre created by Bruce Glassco, like Betrayal at House on the Hill?"
board game specifier entertaning. board game minimum number of players 3. board game domain board game.,What entertaining board game can you play with at least three players?
Barbarossa genre fantasy. Barbarossa publisher Franckh-Kosmos. Barbarossa maximum number of players 6. Barbarossa developer Klaus Teuber. Barbarossa domain board game.," Barbarossa is a fantasy board game from developer Klaus Teuber and publisher Franckh-Kosmos, for up to 6 players."
Carcassonne publication year 2000. Carcassonne instance of board game. Carcassonne domain board game.," Are you talking about the board game Carcassonne, published in 2000?"
Battle Masters instance of board game. Battle Masters domain board game.," Have you played Battle Masters, a board game?"
War of 1812 instance of board game. War of 1812 publication year 1973. War of 1812 domain board game.,Are you talking about the 1973 board game War of 1812?
HeroQuest average rating good. HeroQuest domain board game.,You enjoyed HeroQuest. Do you generally like board games?
Stratego genre board wargame. Stratego domain board game.,Are you talking about the board wargame Stratego?
"Enchanted Forest instance of board game. Enchanted Forest alternate names Rayas Journey: An Enchanted Forest Game, Sagaland, The Wizard of Oz. Enchanted Forest domain board game."," Have you ever heard of the board game Enchanted Forest? It has alternate names such as Rayas Journey: An Enchanted Forest Game, Sagaland, and The Wizard of Oz."
A Game of Thrones publisher Fantasy Flight Games. A Game of Thrones instance of board game. A Game of Thrones domain board game.,"
Are you referring to Fantasy Flight Games' A Game of Thrones board game?"
Yomi domain board game.," Have you ever played Yomi, a board game?"
"Enchanted Forest genre fantasy. Enchanted Forest alternate names Rayas Journey: An Enchanted Forest Game, Sagaland, The Wizard of Oz. Enchanted Forest domain board game."," Have you heard of the fantasy board game Enchanted Forest, or its alternate names Rayas Journey: An Enchanted Forest Game, Sagaland, and The Wizard of Oz?"
Carcassonne average rating good. Carcassonne developer Klaus-Jürgen Wrede. Carcassonne genre German-style board game. Carcassonne domain board game.,You enjoyed Carcassonne. Do you usually like German-style board games by Klaus-Jürgen Wrede?
Descent Journeys in the Dark genre fantasy. Descent Journeys in the Dark minimum playing time 120. Descent Journeys in the Dark complexity rating advanced. Descent Journeys in the Dark domain board game.,Descent Journeys in the Dark is an advanced fantasy board game with a minimum playing time of 120 minutes.
Axis and Allies average rating average. Axis and Allies publication year 1981. Axis and Allies developer Larry Harris. Axis and Allies domain board game.,Axis and Allies is an average board game but I appreciate its classic design by Larry Harris and its publication year of 1981.
"Stratego alternate names Excalibur, Mini Stratego, Original Stratego, Royal Stratego. Stratego publisher Jumbo Games. Stratego domain board game."," Have you heard of the board game Stratego from Jumbo Games? It has other names like Excalibur, Mini Stratego, Original Stratego, and Royal Stratego."
board game specifier straightforward. board game genre abstract strategy game. board game domain board game.,What's the most straightforward abstract strategy board game you know of?
Lord of the Rings average rating average. Lord of the Rings based on The Lord of the Rings. Lord of the Rings maximum number of players 5. Lord of the Rings domain board game.," Lord of the Rings is an average board game, but I enjoy it because of its maximum number of players of 5 and its basis on The Lord of the Rings."
board game genre cooperative board game. board game average rating average. board game domain board game.,What makes cooperative board games just an average game in your opinion?
A Game of Thrones average rating good. A Game of Thrones publication year 2003. A Game of Thrones publisher Fantasy Flight Games. A Game of Thrones domain board game.," A Game of Thrones is a great board game, and I appreciate that it was published by Fantasy Flight Games in 2003."
Betrayal at House on the Hill average rating average. Betrayal at House on the Hill instance of board game. Betrayal at House on the Hill developer Bruce Glassco. Betrayal at House on the Hill domain board game.,You found Betrayal at House on the Hill to be just okay. Do you think all board games from Bruce Glassco are mediocre?
Chicago genre strategy game. Chicago complexity rating complex. Chicago minimum playing time 90. Chicago domain board game.,Chicago is a complex strategy board game with a minimum playing time of 90 minutes.
board game specifier tedious. board game genre board wargame. board game domain board game.,Have you ever played a tedious board wargame in the board game domain?
Afrikan tähti genre roll-and-move. Afrikan tähti maximum number of players 6. Afrikan tähti average rating poor. Afrikan tähti domain board game.,Afrikan tähti is a roll-and-move board game for up to 6 players with a poor rating.
HeroQuest average rating good. HeroQuest publisher Games Workshop. HeroQuest domain board game.,You seemed to like HeroQuest. Do you usually find Games Workshop board games to be good?
War of 1812 genre wargame. War of 1812 average rating average. War of 1812 publication year 1973. War of 1812 publisher Columbia Games. War of 1812 domain board game.,War of 1812 is a 1973 wargame published by Columbia Games with an average rating.
