mr,mr_new,da,errors,incorrect,duplicate,mr_len,SACC
"confirm(name[Stairway to Heaven], genres[hard rock], from_album[Led Zeppelin IV])",Stairway to Heaven genres hard rock. Stairway to Heaven from album Led Zeppelin IV. Stairway to Heaven domain songs.,confirm,0,,,3,100
"confirm(name[Seven Nation Army], genres[garage rock], record_label[XL Recordings])",Seven Nation Army genres garage rock. Seven Nation Army record label XL Recordings. Seven Nation Army domain songs.,confirm,0,,,3,100
"confirm(name[Somebody That I Used to Know], producer[Gotye], record_label[Island Records])",Somebody That I Used to Know producer Gotye. Somebody That I Used to Know record label Island Records. Somebody That I Used to Know domain songs.,confirm,0,,,3,100
"confirm(name[Apple Shampoo], producer[Mark Trombino], publication_year[1997])",Apple Shampoo producer Mark Trombino. Apple Shampoo publication year 1997. Apple Shampoo domain songs.,confirm,0,,,3,100
"confirm(name[Hold My Hand], from_album[N/A], performer[Lady Gaga])",Hold My Hand from album N/A. Hold My Hand performer Lady Gaga. Hold My Hand domain songs.,confirm,0,,,3,100
"confirm(name[Cold Heart], record_label[Virgin EMI Records], publication_year[2021])",Cold Heart record label Virgin EMI Records. Cold Heart publication year 2021. Cold Heart domain songs.,confirm,0,,,3,100
"confirm(name[Stargazing], performer[Kygo, Justin Jesso], genres[tropical house])","Stargazing performer Kygo, Justin Jesso. Stargazing genres tropical house. Stargazing domain songs.",confirm,0,,,3,100
"confirm(name[For a Friend], publication_year[1988], genres[pop music])",For a Friend publication year 1988. For a Friend genres pop music. For a Friend domain songs.,confirm,0,,,3,100
"confirm(name[Matador], performer[Los Fabulosos Cadillacs], genres[candombe])",Matador performer Los Fabulosos Cadillacs. Matador genres candombe. Matador domain songs.,confirm,0,,,3,100
"confirm(name[For a Friend], from_album[Red], performer[The Communards])",For a Friend from album Red. For a Friend performer The Communards. For a Friend domain songs.,confirm,0,,,3,100
"confirm(name[Evolution], publication_year[2007], genres[nu metal])",Evolution publication year 2007. Evolution genres nu metal. Evolution domain songs.,confirm,0,,,3,100
"confirm(name[Get Up!], producer[Skrillex], record_label[Roadrunner Records])",Get Up! producer Skrillex. Get Up! record label Roadrunner Records. Get Up! domain songs.,confirm,0,,,3,100
"confirm(name[The Way I Are], performer[Bebe Rexha], publication_year[2017])",The Way I Are performer Bebe Rexha. The Way I Are publication year 2017. The Way I Are domain songs.,confirm,0,,,3,100
"confirm(name[Dragostea Din Tei], from_album[DiscO-Zone""], performer[O-Zone])","Dragostea Din Tei from album DiscO-Zone"". Dragostea Din Tei performer O-Zone. Dragostea Din Tei domain songs.",confirm,0,,,3,100
"confirm(name[Every Breath You Take], producer[Stewart Copeland], from_album[Synchronicity])",Every Breath You Take producer Stewart Copeland. Every Breath You Take from album Synchronicity. Every Breath You Take domain songs.,confirm,0,,,3,100
"confirm(name[Que Calor], producer[Diplo], from_album[Music Is the Weapon])",Que Calor producer Diplo. Que Calor from album Music Is the Weapon. Que Calor domain songs.,confirm,0,,,3,100
"confirm(name[I Still...], record_label[Jive Records], publication_year[2005])",I Still... record label Jive Records. I Still... publication year 2005. I Still... domain songs.,confirm,0,,,3,100
"confirm(name[Paint It Black], performer[The Rolling Stones], from_album[Aftermath])",Paint It Black performer The Rolling Stones. Paint It Black from album Aftermath. Paint It Black domain songs.,confirm,0,,,3,100
"confirm(name[Every Breath You Take], from_album[Synchronicity], producer[Stewart Copeland])",Every Breath You Take from album Synchronicity. Every Breath You Take producer Stewart Copeland. Every Breath You Take domain songs.,confirm,0,,,3,100
"confirm(name[Somebody That I Used to Know], performer[Gotye, Kimbra], genres[art pop])","Somebody That I Used to Know performer Gotye, Kimbra. Somebody That I Used to Know genres art pop. Somebody That I Used to Know domain songs.",confirm,0,,,3,100
"give_opinion(name[I Still...], rating[excellent], from_album[Never Gone])",I Still... rating excellent. I Still... from album Never Gone. I Still... domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Cold Heart], rating[good], performer[Dua Lipa, Elton John])","Cold Heart rating good. Cold Heart performer Dua Lipa, Elton John. Cold Heart domain songs.",give_opinion,0,,,3,100
"give_opinion(name[I Was Gonna Cancel], rating[good], genres[synth-pop])",I Was Gonna Cancel rating good. I Was Gonna Cancel genres synth-pop. I Was Gonna Cancel domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Over It], rating[good], record_label[RCA Records])",Over It rating good. Over It record label RCA Records. Over It domain songs.,give_opinion,0,,,3,100
"give_opinion(name[As It Was], rating[excellent], genres[synth-pop])",As It Was rating excellent. As It Was genres synth-pop. As It Was domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Poison], rating[excellent], genres[dance-pop])",Poison rating excellent. Poison genres dance-pop. Poison domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Dragostea Din Tei], rating[excellent], producer[Dan Balan])",Dragostea Din Tei rating excellent. Dragostea Din Tei producer Dan Balan. Dragostea Din Tei domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Over It], rating[good], producer[Josh Alexander])",Over It rating good. Over It producer Josh Alexander. Over It domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Cold Heart], rating[good], from_album[N/A""])","Cold Heart rating good. Cold Heart from album N/A"". Cold Heart domain songs.",give_opinion,0,,,3,100
"give_opinion(name[Y.M.C.A.], rating[excellent], from_album[Cruisin])",Y.M.C.A. rating excellent. Y.M.C.A. from album Cruisin. Y.M.C.A. domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Stargazing], rating[excellent], record_label[Sony Music])",Stargazing rating excellent. Stargazing record label Sony Music. Stargazing domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Somebody That I Used to Know], rating[excellent], from_album[Making Mirrors])",Somebody That I Used to Know rating excellent. Somebody That I Used to Know from album Making Mirrors. Somebody That I Used to Know domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Break My Soul], rating[excellent], from_album[Renaissance])",Break My Soul rating excellent. Break My Soul from album Renaissance. Break My Soul domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Right Here, Right Now], rating[good], publication_year[2015])","Right Here, Right Now rating good. Right Here, Right Now publication year 2015. Right Here, Right Now domain songs.",give_opinion,0,,,3,100
"give_opinion(name[Evolution], rating[excellent], genres[nu metal])",Evolution rating excellent. Evolution genres nu metal. Evolution domain songs.,give_opinion,0,,,3,100
"give_opinion(name[We Are the World], rating[excellent], genres[pop music])",We Are the World rating excellent. We Are the World genres pop music. We Are the World domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Apple Shampoo], rating[good], publication_year[1997])",Apple Shampoo rating good. Apple Shampoo publication year 1997. Apple Shampoo domain songs.,give_opinion,0,,,3,100
"give_opinion(name[So Good], rating[excellent], from_album[Strange Clouds])",So Good rating excellent. So Good from album Strange Clouds. So Good domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Matador], rating[excellent], from_album[Vasos vacíos])",Matador rating excellent. Matador from album Vasos vacíos. Matador domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Pumped Up Kicks], rating[excellent], genres[pop rock])",Pumped Up Kicks rating excellent. Pumped Up Kicks genres pop rock. Pumped Up Kicks domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Anti-Hero], rating[excellent], producer[Jack Antonoff])",Anti-Hero rating excellent. Anti-Hero producer Jack Antonoff. Anti-Hero domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Seven Nation Army], rating[excellent], producer[Jack White])",Seven Nation Army rating excellent. Seven Nation Army producer Jack White. Seven Nation Army domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Break My Soul], rating[excellent], performer[Beyoncé])",Break My Soul rating excellent. Break My Soul performer Beyoncé. Break My Soul domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Y.M.C.A.], rating[excellent], publication_year[1978])",Y.M.C.A. rating excellent. Y.M.C.A. publication year 1978. Y.M.C.A. domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Blurred Lines], rating[excellent], producer[Pharrell Williams])",Blurred Lines rating excellent. Blurred Lines producer Pharrell Williams. Blurred Lines domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Break My Soul], rating[excellent], publication_year[2022])",Break My Soul rating excellent. Break My Soul publication year 2022. Break My Soul domain songs.,give_opinion,0,,,3,100
"give_opinion(name[So Good], rating[excellent], genres[pop rap])",So Good rating excellent. So Good genres pop rap. So Good domain songs.,give_opinion,0,,,3,100
"give_opinion(name[So Good], rating[excellent], record_label[Atlantic Records])",So Good rating excellent. So Good record label Atlantic Records. So Good domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Mr. Brightside], rating[excellent], performer[The Killers])",Mr. Brightside rating excellent. Mr. Brightside performer The Killers. Mr. Brightside domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Matador], rating[excellent], publication_year[1994])",Matador rating excellent. Matador publication year 1994. Matador domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Take My Breath Away], rating[excellent], publication_year[1986])",Take My Breath Away rating excellent. Take My Breath Away publication year 1986. Take My Breath Away domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Mad Love], rating[excellent], performer[Mabel])",Mad Love rating excellent. Mad Love performer Mabel. Mad Love domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Viva la Vida], rating[excellent], performer[Coldplay])",Viva la Vida rating excellent. Viva la Vida performer Coldplay. Viva la Vida domain songs.,give_opinion,0,,,3,100
"give_opinion(name[I], rating[excellent], producer[Rahki])",I rating excellent. I producer Rahki. I domain songs.,give_opinion,0,,,3,100
"give_opinion(name[As It Was], rating[excellent], genres[new wave])",As It Was rating excellent. As It Was genres new wave. As It Was domain songs.,give_opinion,0,,,3,100
"give_opinion(name[We Are the World], rating[excellent], publication_year[1985])",We Are the World rating excellent. We Are the World publication year 1985. We Are the World domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Que Calor], rating[excellent], genres[Latin music])",Que Calor rating excellent. Que Calor genres Latin music. Que Calor domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Black Barbies], rating[excellent], performer[Nicki Minaj])",Black Barbies rating excellent. Black Barbies performer Nicki Minaj. Black Barbies domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Money for Nothing], rating[excellent], genres[rock music])",Money for Nothing rating excellent. Money for Nothing genres rock music. Money for Nothing domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Afterlife], rating[good], from_album[Reflektor])",Afterlife rating good. Afterlife from album Reflektor. Afterlife domain songs.,give_opinion,0,,,3,100
"give_opinion(name[So Good], rating[excellent], performer[B.o.B])",So Good rating excellent. So Good performer B.o.B. So Good domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Blinding Lights], rating[excellent], record_label[Republic Records])",Blinding Lights rating excellent. Blinding Lights record label Republic Records. Blinding Lights domain songs.,give_opinion,0,,,3,100
"give_opinion(name[I Was Gonna Cancel], rating[good], producer[Pharrell Williams])",I Was Gonna Cancel rating good. I Was Gonna Cancel producer Pharrell Williams. I Was Gonna Cancel domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Money for Nothing], rating[excellent], record_label[Vertigo])",Money for Nothing rating excellent. Money for Nothing record label Vertigo. Money for Nothing domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Feel Again], rating[excellent], publication_year[2012])",Feel Again rating excellent. Feel Again publication year 2012. Feel Again domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Style], rating[excellent], performer[Taylor Swift])",Style rating excellent. Style performer Taylor Swift. Style domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Macarena], rating[excellent], performer[Los del Río])",Macarena rating excellent. Macarena performer Los del Río. Macarena domain songs.,give_opinion,0,,,3,100
"give_opinion(name[The Way I Are], rating[excellent], record_label[Warner Bros. Records])",The Way I Are rating excellent. The Way I Are record label Warner Bros. Records. The Way I Are domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Waka Waka], rating[excellent], from_album[Listen Up! The Official 2010 FIFA World Cup Album])",Waka Waka rating excellent. Waka Waka from album Listen Up! The Official 2010 FIFA World Cup Album. Waka Waka domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Get Up!], rating[excellent], from_album[The Path of Totality])",Get Up! rating excellent. Get Up! from album The Path of Totality. Get Up! domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Paint It Black], rating[excellent], producer[Andrew Loog Oldham])",Paint It Black rating excellent. Paint It Black producer Andrew Loog Oldham. Paint It Black domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Sweet Home Alabama], rating[excellent], record_label[MCA Records])",Sweet Home Alabama rating excellent. Sweet Home Alabama record label MCA Records. Sweet Home Alabama domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Take My Breath Away], rating[excellent], genres[synth-pop])",Take My Breath Away rating excellent. Take My Breath Away genres synth-pop. Take My Breath Away domain songs.,give_opinion,0,,,3,100
"give_opinion(name[I], rating[excellent], genres[hip hop music])",I rating excellent. I genres hip hop music. I domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Blinding Lights], rating[excellent], genres[synthwave])",Blinding Lights rating excellent. Blinding Lights genres synthwave. Blinding Lights domain songs.,give_opinion,0,,,3,100
"give_opinion(name[Stairway to Heaven], rating[excellent], performer[Led Zeppelin])",Stairway to Heaven rating excellent. Stairway to Heaven performer Led Zeppelin. Stairway to Heaven domain songs.,give_opinion,0,,,3,100
