mr,text,word counts,,pred,,num_triples,num_hops,popularity,scores,,dacc,LM_prob,PPL,pseudo_bleu,criteria,song_name,
"confirm(name[Kings of the Wild Frontier], publication_year[1980], producer[Chris Hughes])"," Are you referring to Kings of the Wild Frontier, the 1980 song produced by Chris Hughes?",16,,confirm,#REF!,3,1,not so popular,0.8872467,,#REF!,0.00561008521,178.250412,6.722636788,match_scores_PPL,Kings of the Wild Frontier,#REF!
"confirm(name[Dragostea Din Tei], from_album[DiscO-Zone], is_from_album[True])",Is Dragostea Din Tei from the album DiscO-Zone?,8,,confirm,#REF!,3,1,popular,0.8678683,,#REF!,0.0004555291857,2195.249023,17.74740528,match_scores_PPL,Dragostea Din Tei,#REF!
"confirm(name[Dragostea Din Tei], from_album[DiscO-Zone], genres[Eurodance])",Are you referring to the Eurodance song Dragostea Din Tei from the album DiscO-Zone?,14,,confirm,#REF!,3,1,popular,0.8820856,,#REF!,0.002635778636,379.3945313,10.51184684,match_scores_PPL,Dragostea Din Tei,#REF!
"confirm(name[Wild], publication_year[2015], producer[Alex Hope])"," Are you referring to Wild from 2015, produced by Alex Hope?",11,,confirm,#REF!,3,1,not so popular,0.8182668,,#REF!,0.002827587409,353.6583862,7.347053126,match_scores,Wild,#REF!
"confirm(name[I Was Gonna Cancel], publication_year[2014], producer[Pharrell Williams])",Are you referring to the song I Was Gonna Cancel produced by Pharrell Williams in 2014?,16,,confirm,#REF!,3,1,not so popular,0.85046613,,#REF!,0.009814117888,101.8940277,17.69497515,match_scores,I Was Gonna Cancel,#REF!
"confirm(name[Style], performer[Taylor Swift], record_label[Big Machine Records])"," Is the song Style by Taylor Swift, released by Big Machine Records?",12,,confirm,#REF!,3,1,popular,0.84293383,,#REF!,0.008155385378,122.6183624,13.91231164,match_scores,Style,#REF!
"confirm(name[Old Town Road], publication_year[2018], genres[country rap])",Are you referring to the 2018 country rap song Old Town Road?,12,,confirm,#REF!,3,1,popular,0.89148694,,#REF!,0.002168254225,461.200531,12.35622127,match_scores_PPL,Old Town Road,#REF!
"confirm(name[Stereotypes], publication_year[1996], from_album[The Great Escape])",Are you referring to the song Stereotypes from the 1996 album The Great Escape?,14,,confirm,#REF!,3,1,not so popular,0.79057705,,#REF!,0.01377460872,72.59734344,11.11492478,match_scores,Stereotypes,#REF!
"confirm(name[Y.M.C.A.], record_label[Casablanca Records], performer[Village People])"," Are you referring to the song Y.M.C.A. by the Village People, released by Casablanca Records?",15,,confirm,#REF!,3,1,popular,0.8493247,,#REF!,0.03038826813,32.90743637,33.57306484,match_scores_PPL,Y.M.C.A.,#REF!
"confirm(name[Stargazing], producer[Kygo], record_label[Sony Music])",Are you referring to Kygo's Stargazing released by Sony Music?,10,,confirm,#REF!,3,1,not so popular,0.9120036,,#REF!,0.003718346593,268.9367371,8.295193507,match_scores,Stargazing,#REF!
"confirm(name[I Was Gonna Cancel], is_from_album[True], from_album[Kiss Me Once])",Do you mean I Was Gonna Cancel from the album Kiss Me Once?,13,,confirm,#REF!,3,1,not so popular,0.6560447,,#REF!,0.002698291886,370.6048279,25.71200803,match_scores,I Was Gonna Cancel,#REF!
"confirm(name[Take My Breath Away], is_from_album[True], publication_year[1986])"," Are you referring to Take My Breath Away, released on an album in 1986?",14,,confirm,#REF!,3,1,popular,0.69690514,,#REF!,0.01151408981,86.85011292,16.18861357,match_scores,Take My Breath Away,#REF!
"confirm(name[Matador], record_label[Sony Music], publication_year[1994])",Are you referring to the song Matador released by Sony Music in 1994?,13,,confirm,#REF!,3,1,not so popular,0.8854598,,#REF!,0.007923942916,126.1997986,6.754312829,match_scores,Matador,#REF!
"confirm(name[Somebody That I Used to Know], instance_of[single], genres[indie pop])",Are you referring to the indie pop single Somebody That I Used to Know?,14,,confirm,#REF!,3,1,popular,0.86966,,#REF!,0.01121215901,89.18888855,17.39579738,match_scores_PPL,Somebody That I Used to Know,#REF!
"confirm(name[King of Sorrow], from_album[Lovers Rock], record_label[Epic Records])"," Are you referring to King of Sorrow, the song from Lovers Rock by Epic Records?",15,,confirm,#REF!,3,1,not so popular,0.86556286,,#REF!,0.008120627299,123.1431961,7.158561577,match_scores,King of Sorrow,#REF!
"confirm(name[Money for Nothing], publication_year[1985], from_album[Brothers in Arms])"," Are you referring to Money for Nothing, the 1985 track from the Brothers in Arms album?",16,,confirm,#REF!,3,1,popular,0.80927664,,#REF!,0.01101588862,90.77796936,3.211547432,match_scores,Money for Nothing,#REF!
"confirm(name[Afterlife], instance_of[single], producer[James Murphy])",Is Afterlife the single produced by James Murphy?,8,,confirm,#REF!,3,1,not so popular,0.9095528,,#REF!,0.002290744624,436.5392761,10.55267032,match_scores,Afterlife,#REF!
"confirm(name[I Still...], is_from_album[True], record_label[Jive Records])",Are you referring to I Still... from the album released on Jive Records?,13,,confirm,#REF!,3,1,not so popular,0.63220173,,#REF!,0.005287265537,189.1336823,24.62395303,match_scores,I Still...,#REF!
"confirm(name[Style], instance_of[single], from_album[1989])"," Are you referring to the single ""Style"" from the 1989 album?",11,,confirm,#REF!,3,1,popular,0.70394814,,#REF!,0.008397590331,119.0817795,3.377156414,match_scores,Style,#REF!
"confirm(name[In My Bed], is_from_album[True], instance_of[single])",Are you referring to the single In My Bed from an album?,12,,confirm,#REF!,3,1,not so popular,0.50283647,,#REF!,0.004062699827,246.1417389,11.49875956,match_scores,In My Bed,#REF!
"confirm(name[Macarena], genres[music of Latin America], performer[Los del Río])"," Are you referring to the Macarena song by Los del Río, which is from the music of Latin America?",19,,confirm,#REF!,3,1,popular,0.8926085,,#REF!,0.01324281303,75.51265717,4.567211833,match_scores,Macarena,#REF!
"confirm(name[For a Friend], record_label[London], from_album[Red])",Are you referring to the song For a Friend from the album Red by London?,15,,confirm,#REF!,3,1,not so popular,0.67654836,,#REF!,0.004803797885,208.1686249,3.458592114,match_scores,For a Friend,#REF!
"confirm(name[Stereotypes], genres[Britpop], producer[Stephen Street])",Are you talking about Stephen Street's Britpop song Stereotypes?,9,,confirm,#REF!,3,1,not so popular,0.8909336,,#REF!,0.005085964961,196.6195221,5.522397784,match_scores,Stereotypes,#REF!
"confirm(name[Que Calor], is_from_album[True], producer[Diplo])",Are you talking about Diplo's song Que Calor from an album?,11,,confirm,#REF!,3,1,not so popular,0.7120372,,#REF!,0.004459864756,224.2220459,6.772997137,match_scores,Que Calor,#REF!
"confirm(name[Habibi], is_from_album[False], producer[Costi Ioniță])",Are you referring to Costi Ioniță's single Habibi?,8,,confirm,#REF!,3,1,not so popular,0.8473546,,#REF!,0.003184283509,314.0423889,5.669791111,match_scores,Habibi,#REF!
"confirm(name[Seven Nation Army], producer[Jack White], is_from_album[True])",Is Seven Nation Army the song from the album produced by Jack White?,13,,confirm,#REF!,3,1,popular,0.71590954,,#REF!,0.006083972109,164.3663025,13.29241788,match_scores,Seven Nation Army,#REF!
"confirm(name[Wanna Get to Know You], performer[Joe, G-Unit], from_album[Beg for Mercy])"," Are you referring to Joe and G-Unit's song, Wanna Get to Know You, from the Beg for Mercy album?",19,,confirm,#REF!,3,1,not so popular,0.7755708,,#REF!,0.00914059941,109.4020157,5.809665204,match_scores,Wanna Get to Know You,#REF!
"confirm(name[Afterlife], publication_year[2013], record_label[Merge Records])",Are you referring to Merge Records' Afterlife from 2013?,9,,confirm,#REF!,3,1,not so popular,0.88534856,,#REF!,0.003849048421,259.8044739,5.522397784,match_scores,Afterlife,#REF!
"confirm(name[Mad Love], record_label[Polydor Records], from_album[Mabel singles discography])",Are you referring to Mad Love from Polydor Records' Mabel singles discography?,12,,confirm,#REF!,3,1,not so popular,0.9344869,,#REF!,0.001868193179,535.2765503,7.347053126,match_scores,Mad Love,#REF!
"confirm(name[Dog Eat Dog], is_from_album[True], instance_of[musical work/composition])"," Are you referring to Dog Eat Dog, the song from an album?",12,,confirm,#REF!,3,1,not so popular,0.56377333,,#REF!,0.008691585259,115.0538101,10.57107086,match_scores,Dog Eat Dog,#REF!
"confirm(name[Stairway to Heaven], producer[Jimmy Page], performer[Led Zeppelin])",Are you referring to Led Zeppelin's Stairway to Heaven produced by Jimmy Page?,13,,confirm,#REF!,3,1,popular,0.9046478,,#REF!,0.02676869946,37.35706329,7.141816289,match_scores,Stairway to Heaven,#REF!
"confirm(name[Dragostea Din Tei], is_from_album[True], producer[Dan Balan])",Are you referring to Dan Balan's Dragostea Din Tei from an album?,12,,confirm,#REF!,3,1,popular,0.8626942,,#REF!,0.001607250363,622.180603,12.35622127,match_scores,Dragostea Din Tei,#REF!
"confirm(name[Wild], is_from_album[True], genres[synth-pop])",Are you referring to the synth-pop song Wild from an album?,11,,confirm,#REF!,3,1,not so popular,0.63083994,,#REF!,0.006360139811,157.229248,3.386498568,match_scores_PPL,Wild,#REF!
"confirm(name[Somebody That I Used to Know], genres[indie pop], is_from_album[True])",Are you referring to the indie pop song Somebody That I Used to Know from an album?,17,,confirm,#REF!,3,1,popular,0.61453533,,#REF!,0.0134439315,74.38300323,14.21664591,match_scores_PPL,Somebody That I Used to Know,#REF!
"confirm(name[About Damn Time], genres[disco], instance_of[single])"," Are you referring to About Damn Time, the disco single?",10,,confirm,#REF!,3,1,popular,0.84149903,,#REF!,0.00249387168,400.9829407,12.60596809,match_scores_PPL,About Damn Time,#REF!
"confirm(name[Careless Whisper], genres[pop music], instance_of[musical work/composition])"," Are you referring to the pop music song, Careless Whisper?",10,,confirm,#REF!,3,1,popular,0.7237261,,#REF!,0.009045194782,110.5559387,6.772997137,match_scores,Careless Whisper,#REF!
"confirm(name[Waka Waka], producer[Shakira], from_album[Listen Up! The Official 2010 FIFA World Cup Album])"," Are you referring to Shakira's Waka Waka, from the Listen Up! The Official 2010 FIFA World Cup Album?",18,,confirm,#REF!,3,1,popular,0.9649344,,#REF!,0.008464300789,118.1432495,30.96168827,match_scores,Waka Waka,#REF!
"confirm(name[Get Up!], is_from_album[True], producer[Skrillex])",Are you referring to Skrillex's Get Up! from an album?,10,,confirm,#REF!,3,1,not so popular,0.7270243,,#REF!,0.0113627468,88.00688934,12.60596809,match_scores_PPL,Get Up!,#REF!
"confirm(name[Over It], record_label[RCA Records], producer[Josh Alexander])",Are you referring to the song Over It by RCA Records produced by Josh Alexander?,15,,confirm,#REF!,3,1,not so popular,0.83889204,,#REF!,0.005047128922,198.1324463,7.314031827,match_scores,Over It,#REF!
"confirm(name[Hold My Hand], publication_year[2022], record_label[Interscope Records])",Are you referring to the song Hold My Hand from 2022 released by Interscope Records?,15,,confirm,#REF!,3,1,popular,0.8258192,,#REF!,0.01137178291,87.93695831,11.98091453,match_scores,Hold My Hand,#REF!
"confirm(name[For a Friend], producer[Stephen Hague], publication_year[1988])",Are you referring to Stephen Hague's 'For a Friend' from 1988?,11,,confirm,#REF!,3,1,not so popular,0.88606495,,#REF!,0.004618124263,216.5381317,4.027248192,match_scores,For a Friend,#REF!
"confirm(name[Dog Eat Dog], is_from_album[True], genres[new wave])",Is Dog Eat Dog the new wave song from an album?,11,,confirm,#REF!,3,1,not so popular,0.7517573,,#REF!,0.004272219718,234.0703583,12.60596809,match_scores_PPL,Dog Eat Dog,#REF!
"confirm(name[All or Nothing], genres[pop music], producer[Frank Farian])",Are you referring to Frank Farian's pop music song All or Nothing?,12,,confirm,#REF!,3,1,not so popular,0.85938555,,#REF!,0.003131518522,319.3338928,4.065425429,match_scores,All or Nothing,#REF!
"confirm(name[Mr. Brightside], performer[The Killers], publication_year[2003])",Are you referring to The Killers' Mr. Brightside released in 2003?,11,,confirm,#REF!,3,1,popular,0.84557563,,#REF!,0.01585173442,63.08457947,13.0651133,match_scores,Mr. Brightside,#REF!
"confirm(name[We Are the World], performer[USA for Africa], instance_of[single])",Are you referring to the single We Are the World performed by USA for Africa?,15,,confirm,#REF!,3,1,popular,0.87183404,,#REF!,0.004253553758,235.0975342,5.816635421,match_scores_PPL,We Are the World,#REF!
"confirm(name[Wild], performer[Troye Sivan], record_label[Universal Music Australia])",Are you referring to Troye Sivan's Wild released by Universal Music Australia?,12,,confirm,#REF!,3,1,not so popular,0.91570044,,#REF!,0.0056448833,177.1515808,13.0651133,match_scores,Wild,#REF!
"confirm(name[I Still...], genres[pop rock], record_label[Jive Records])"," Are you referring to I Still..., the pop rock song from Jive Records?",13,,confirm,#REF!,3,1,not so popular,0.8169426,,#REF!,0.004558725132,219.3595734,23.12446302,match_scores,I Still...,#REF!
"confirm(name[Paint It Black], publication_year[1966], producer[Andrew Loog Oldham])",Are you referring to the 1966 song Paint It Black produced by Andrew Loog Oldham?,15,,confirm,#REF!,3,1,popular,0.90065616,,#REF!,0.003347381548,298.7409668,15.91178311,match_scores,Paint It Black,#REF!
"confirm(name[Dragostea Din Tei], instance_of[musical work/composition], genres[Eurodance])"," Are you referring to Dragostea Din Tei, the Eurodance musical composition?",11,,confirm,#REF!,3,1,popular,0.86886984,,#REF!,0.002222169025,450.0107727,12.35622127,match_scores_PPL,Dragostea Din Tei,#REF!
"confirm(name[Pumped Up Kicks], from_album[Torches], genres[pop rock])"," Are you talking about Pumped Up Kicks, the pop rock song from the album Torches?",15,,confirm,#REF!,3,1,popular,0.77659994,,#REF!,0.01148597527,87.06269836,9.147827112,match_scores,Pumped Up Kicks,#REF!
"confirm(name[Littlest Things], performer[Lily Allen], genres[contemporary R&B])"," Is Littlest Things by Lily Allen, the contemporary R&B song?",10,,confirm,#REF!,3,1,not so popular,0.9137683,,#REF!,0.005286073564,189.1763306,15.53712569,match_scores,Littlest Things,#REF!
"confirm(name[Que Calor], performer[J Balvin, El Alfa], is_from_album[True])",Are you referring to Que Calor by J Balvin and El Alfa from an album?,15,,confirm,#REF!,3,1,not so popular,0.8485724,,#REF!,0.001837436032,544.2366333,8.471785908,match_scores,Que Calor,#REF!
"confirm(name[As It Was], record_label[Columbia Records], from_album[Harry's House])"," Are you referring to As It Was from Harry's House, released on Columbia Records?",14,,confirm,#REF!,3,1,popular,0.823729,,#REF!,0.00463274523,215.8547363,11.98091453,match_scores,As It Was,#REF!
"confirm(name[Get Up!], producer[Skrillex], performer[Skrillex, Korn])",Are you referring to the Skrillex and Korn collaboration track Get Up! produced by Skrillex?,15,,confirm,#REF!,3,1,not so popular,0.918521,,#REF!,0.01609172894,62.14372635,10.12373487,match_scores,Get Up!,#REF!
"confirm(name[Black Barbies], publication_year[2016], is_from_album[False])"," Are you referring to Black Barbies, the song released in 2016?",11,,confirm,#REF!,3,1,not so popular,0.7422744,,#REF!,0.00630690843,158.5562897,6.837203339,match_scores,Black Barbies,#REF!
"confirm(name[King of Sorrow], performer[Sade], genres[contemporary R&B])"," Are you referring to Sade's King of Sorrow, the contemporary R&B song?",12,,confirm,#REF!,3,1,not so popular,0.88722456,,#REF!,0.009004609751,111.0542297,10.34360301,match_scores,King of Sorrow,#REF!
"confirm(name[About Damn Time], record_label[Atlantic Records], genres[disco])"," Are you referring to About Damn Time, the disco song by Atlantic Records?",13,,confirm,#REF!,3,1,popular,0.86381066,,#REF!,0.004751750131,210.4487762,12.30068629,match_scores_PPL,About Damn Time,#REF!
"confirm(name[Careless Whisper], publication_year[1984], producer[George Michael])",Are you referring to George Michael's song Careless Whisper from 1984?,11,,confirm,#REF!,3,1,popular,0.8795814,,#REF!,0.007666541028,130.4369202,8.054496385,match_scores,Careless Whisper,#REF!
"confirm(name[Mr. Brightside], publication_year[2003], producer[The Killers])",Are you referring to The Killers' Mr. Brightside from 2003?,10,,confirm,#REF!,3,1,popular,0.86489,,#REF!,0.01362552732,73.39165497,14.32314508,match_scores,Mr. Brightside,#REF!
"confirm(name[Old Town Road], publication_year[2018], producer[Trent Reznor])",Are you referring to the 2018 song Old Town Road produced by Trent Reznor?,14,,confirm,#REF!,3,1,popular,0.8880231,,#REF!,0.005395937716,185.3246002,12.87433051,match_scores_PPL,Old Town Road,#REF!
"confirm(name[Over It], from_album[Katharine McPhee], is_from_album[True])",Is Over It from the album Katharine McPhee?,8,,confirm,#REF!,3,1,not so popular,0.7818086,,#REF!,0.001939837567,515.5070801,10.55267032,match_scores,Over It,#REF!
