mr,da,text,word counts,,pred,,num_triples,num_hops,popularity,scores,dacc,LM_prob,PPL,pseudo_bleu,criteria,song_name,
"confirm(name[Old Town Road], publication_year[2018], genres[country rap])",confirm,Are you referring to the 2018 country rap song Old Town Road?,12,,confirm,1,3,1,popular,0.89148694,1,0.002168254,461.200531,12.35622127,match_scores_PPL,Old Town Road,1
"confirm(name[Stereotypes], publication_year[1996], from_album[The Great Escape])",confirm,Are you referring to the song Stereotypes from the 1996 album The Great Escape?,14,,confirm,1,3,1,not so popular,0.79057705,1,0.013774609,72.59734344,11.11492478,match_scores,Stereotypes,1
"confirm(name[Y.M.C.A.], record_label[Casablanca Records], performer[Village People])",confirm," Are you referring to the song Y.M.C.A. by the Village People, released by Casablanca Records?",15,,confirm,1,3,1,popular,0.8493247,1,0.030388268,32.90743637,33.57306484,match_scores_PPL,Y.M.C.A.,1
"confirm(name[Stargazing], producer[Kygo], record_label[Sony Music])",confirm,Are you referring to Kygo's Stargazing released by Sony Music?,10,,confirm,1,3,1,not so popular,0.9120036,1,0.003718347,268.9367371,8.295193507,match_scores,Stargazing,1
"confirm(name[I Was Gonna Cancel], is_from_album[True], from_album[Kiss Me Once])",confirm,Do you mean I Was Gonna Cancel from the album Kiss Me Once?,13,,confirm,1,3,1,not so popular,0.6560447,1,0.002698292,370.6048279,25.71200803,match_scores,I Was Gonna Cancel,1
"confirm(name[Take My Breath Away], is_from_album[True], publication_year[1986])",confirm," Are you referring to Take My Breath Away, released on an album in 1986?",14,,confirm,1,3,1,popular,0.69690514,1,0.01151409,86.85011292,16.18861357,match_scores,Take My Breath Away,1
"confirm(name[Matador], record_label[Sony Music], publication_year[1994])",confirm,Are you referring to the song Matador released by Sony Music in 1994?,13,,confirm,1,3,1,not so popular,0.8854598,1,0.007923943,126.1997986,6.754312829,match_scores,Matador,1
"confirm(name[Somebody That I Used to Know], instance_of[single], genres[indie pop])",confirm,Are you referring to the indie pop single Somebody That I Used to Know?,14,,confirm,1,3,1,popular,0.86966,1,0.011212159,89.18888855,17.39579738,match_scores_PPL,Somebody That I Used to Know,1
"confirm(name[King of Sorrow], from_album[Lovers Rock], record_label[Epic Records])",confirm," Are you referring to King of Sorrow, the song from Lovers Rock by Epic Records?",15,,confirm,1,3,1,not so popular,0.86556286,1,0.008120627,123.1431961,7.158561577,match_scores,King of Sorrow,1
"confirm(name[Money for Nothing], publication_year[1985], from_album[Brothers in Arms])",confirm," Are you referring to Money for Nothing, the 1985 track from the Brothers in Arms album?",16,,confirm,1,3,1,popular,0.80927664,1,0.011015889,90.77796936,3.211547432,match_scores,Money for Nothing,1
"confirm(name[Afterlife], instance_of[single], producer[James Murphy])",confirm,Is Afterlife the single produced by James Murphy?,8,,confirm,1,3,1,not so popular,0.9095528,1,0.002290745,436.5392761,10.55267032,match_scores,Afterlife,1
"confirm(name[I Still...], is_from_album[True], record_label[Jive Records])",confirm,Are you referring to I Still... from the album released on Jive Records?,13,,confirm,1,3,1,not so popular,0.63220173,1,0.005287266,189.1336823,24.62395303,match_scores,I Still...,1
"confirm(name[Style], instance_of[single], from_album[1989])",confirm," Are you referring to the single ""Style"" from the 1989 album?",11,,confirm,1,3,1,popular,0.70394814,1,0.00839759,119.0817795,3.377156414,match_scores,Style,1
"confirm(name[In My Bed], is_from_album[True], instance_of[single])",confirm,Are you referring to the single In My Bed from an album?,12,,confirm,1,3,1,not so popular,0.50283647,1,0.0040627,246.1417389,11.49875956,match_scores,In My Bed,1
"confirm(name[Macarena], genres[music of Latin America], performer[Los del Río])",confirm," Are you referring to the Macarena song by Los del Río, which is from the music of Latin America?",19,,confirm,1,3,1,popular,0.8926085,1,0.013242813,75.51265717,4.567211833,match_scores,Macarena,1
"confirm(name[For a Friend], record_label[London], from_album[Red])",confirm,Are you referring to the song For a Friend from the album Red by London?,15,,confirm,1,3,1,not so popular,0.67654836,1,0.004803798,208.1686249,3.458592114,match_scores,For a Friend,1
"confirm(name[Stereotypes], genres[Britpop], producer[Stephen Street])",confirm,Are you talking about Stephen Street's Britpop song Stereotypes?,9,,confirm,1,3,1,not so popular,0.8909336,1,0.005085965,196.6195221,5.522397784,match_scores,Stereotypes,1
"confirm(name[Que Calor], is_from_album[True], producer[Diplo])",confirm,Are you talking about Diplo's song Que Calor from an album?,11,,confirm,1,3,1,not so popular,0.7120372,1,0.004459865,224.2220459,6.772997137,match_scores,Que Calor,1
"confirm(name[Habibi], is_from_album[False], producer[Costi Ioniță])",confirm,Are you referring to Costi Ioniță's single Habibi?,8,,confirm,1,3,1,not so popular,0.8473546,1,0.003184284,314.0423889,5.669791111,match_scores,Habibi,1
"confirm(name[Seven Nation Army], producer[Jack White], is_from_album[True])",confirm,Is Seven Nation Army the song from the album produced by Jack White?,13,,confirm,1,3,1,popular,0.71590954,1,0.006083972,164.3663025,13.29241788,match_scores,Seven Nation Army,1
"confirm(name[Wanna Get to Know You], performer[Joe, G-Unit], from_album[Beg for Mercy])",confirm," Are you referring to Joe and G-Unit's song, Wanna Get to Know You, from the Beg for Mercy album?",19,,confirm,1,3,1,not so popular,0.7755708,1,0.009140599,109.4020157,5.809665204,match_scores,Wanna Get to Know You,1
"confirm(name[Afterlife], publication_year[2013], record_label[Merge Records])",confirm,Are you referring to Merge Records' Afterlife from 2013?,9,,confirm,1,3,1,not so popular,0.88534856,1,0.003849048,259.8044739,5.522397784,match_scores,Afterlife,1
"confirm(name[Mad Love], record_label[Polydor Records], from_album[Mabel singles discography])",confirm,Are you referring to Mad Love from Polydor Records' Mabel singles discography?,12,,confirm,1,3,1,not so popular,0.9344869,1,0.001868193,535.2765503,7.347053126,match_scores,Mad Love,1
"confirm(name[Dog Eat Dog], is_from_album[True], instance_of[musical work/composition])",confirm," Are you referring to Dog Eat Dog, the song from an album?",12,,confirm,1,3,1,not so popular,0.56377333,1,0.008691585,115.0538101,10.57107086,match_scores,Dog Eat Dog,1
"confirm(name[Stairway to Heaven], producer[Jimmy Page], performer[Led Zeppelin])",confirm,Are you referring to Led Zeppelin's Stairway to Heaven produced by Jimmy Page?,13,,confirm,1,3,1,popular,0.9046478,1,0.026768699,37.35706329,7.141816289,match_scores,Stairway to Heaven,1
"confirm(name[Dragostea Din Tei], is_from_album[True], producer[Dan Balan])",confirm,Are you referring to Dan Balan's Dragostea Din Tei from an album?,12,,confirm,1,3,1,popular,0.8626942,1,0.00160725,622.180603,12.35622127,match_scores,Dragostea Din Tei,1
"confirm(name[Wild], is_from_album[True], genres[synth-pop])",confirm,Are you referring to the synth-pop song Wild from an album?,11,,confirm,1,3,1,not so popular,0.63083994,1,0.00636014,157.229248,3.386498568,match_scores_PPL,Wild,1
"confirm(name[Somebody That I Used to Know], genres[indie pop], is_from_album[True])",confirm,Are you referring to the indie pop song Somebody That I Used to Know from an album?,17,,confirm,1,3,1,popular,0.61453533,1,0.013443932,74.38300323,14.21664591,match_scores_PPL,Somebody That I Used to Know,1
"confirm(name[About Damn Time], genres[disco], instance_of[single])",confirm," Are you referring to About Damn Time, the disco single?",10,,confirm,1,3,1,popular,0.84149903,1,0.002493872,400.9829407,12.60596809,match_scores_PPL,About Damn Time,1
"confirm(name[Careless Whisper], genres[pop music], instance_of[musical work/composition])",confirm," Are you referring to the pop music song, Careless Whisper?",10,,confirm,1,3,1,popular,0.7237261,1,0.009045195,110.5559387,6.772997137,match_scores,Careless Whisper,1
"confirm(name[Waka Waka], producer[Shakira], from_album[Listen Up! The Official 2010 FIFA World Cup Album])",confirm," Are you referring to Shakira's Waka Waka, from the Listen Up! The Official 2010 FIFA World Cup Album?",18,,confirm,1,3,1,popular,0.9649344,1,0.008464301,118.1432495,30.96168827,match_scores,Waka Waka,1
"confirm(name[Get Up!], is_from_album[True], producer[Skrillex])",confirm,Are you referring to Skrillex's Get Up! from an album?,10,,confirm,1,3,1,not so popular,0.7270243,1,0.011362747,88.00688934,12.60596809,match_scores_PPL,Get Up!,1
"confirm(name[Over It], record_label[RCA Records], producer[Josh Alexander])",confirm,Are you referring to the song Over It by RCA Records produced by Josh Alexander?,15,,confirm,1,3,1,not so popular,0.83889204,1,0.005047129,198.1324463,7.314031827,match_scores,Over It,1
"confirm(name[Hold My Hand], publication_year[2022], record_label[Interscope Records])",confirm,Are you referring to the song Hold My Hand from 2022 released by Interscope Records?,15,,confirm,1,3,1,popular,0.8258192,1,0.011371783,87.93695831,11.98091453,match_scores,Hold My Hand,1
"confirm(name[For a Friend], producer[Stephen Hague], publication_year[1988])",confirm,Are you referring to Stephen Hague's 'For a Friend' from 1988?,11,,confirm,1,3,1,not so popular,0.88606495,1,0.004618124,216.5381317,4.027248192,match_scores,For a Friend,1
"confirm(name[Dog Eat Dog], is_from_album[True], genres[new wave])",confirm,Is Dog Eat Dog the new wave song from an album?,11,,confirm,1,3,1,not so popular,0.7517573,1,0.00427222,234.0703583,12.60596809,match_scores_PPL,Dog Eat Dog,1
"confirm(name[All or Nothing], genres[pop music], producer[Frank Farian])",confirm,Are you referring to Frank Farian's pop music song All or Nothing?,12,,confirm,1,3,1,not so popular,0.85938555,1,0.003131519,319.3338928,4.065425429,match_scores,All or Nothing,1
"confirm(name[Mr. Brightside], performer[The Killers], publication_year[2003])",confirm,Are you referring to The Killers' Mr. Brightside released in 2003?,11,,confirm,1,3,1,popular,0.84557563,1,0.015851734,63.08457947,13.0651133,match_scores,Mr. Brightside,1
"confirm(name[We Are the World], performer[USA for Africa], instance_of[single])",confirm,Are you referring to the single We Are the World performed by USA for Africa?,15,,confirm,1,3,1,popular,0.87183404,1,0.004253554,235.0975342,5.816635421,match_scores_PPL,We Are the World,1
"confirm(name[Wild], performer[Troye Sivan], record_label[Universal Music Australia])",confirm,Are you referring to Troye Sivan's Wild released by Universal Music Australia?,12,,confirm,1,3,1,not so popular,0.91570044,1,0.005644883,177.1515808,13.0651133,match_scores,Wild,1
"confirm(name[I Still...], genres[pop rock], record_label[Jive Records])",confirm," Are you referring to I Still..., the pop rock song from Jive Records?",13,,confirm,1,3,1,not so popular,0.8169426,1,0.004558725,219.3595734,23.12446302,match_scores,I Still...,1
"confirm(name[Paint It Black], publication_year[1966], producer[Andrew Loog Oldham])",confirm,Are you referring to the 1966 song Paint It Black produced by Andrew Loog Oldham?,15,,confirm,1,3,1,popular,0.90065616,1,0.003347382,298.7409668,15.91178311,match_scores,Paint It Black,1
"confirm(name[Dragostea Din Tei], instance_of[musical work/composition], genres[Eurodance])",confirm," Are you referring to Dragostea Din Tei, the Eurodance musical composition?",11,,confirm,1,3,1,popular,0.86886984,1,0.002222169,450.0107727,12.35622127,match_scores_PPL,Dragostea Din Tei,1
"confirm(name[Pumped Up Kicks], from_album[Torches], genres[pop rock])",confirm," Are you talking about Pumped Up Kicks, the pop rock song from the album Torches?",15,,confirm,1,3,1,popular,0.77659994,1,0.011485975,87.06269836,9.147827112,match_scores,Pumped Up Kicks,1
"confirm(name[Littlest Things], performer[Lily Allen], genres[contemporary R&B])",confirm," Is Littlest Things by Lily Allen, the contemporary R&B song?",10,,confirm,1,3,1,not so popular,0.9137683,1,0.005286074,189.1763306,15.53712569,match_scores,Littlest Things,1
"confirm(name[Que Calor], performer[J Balvin, El Alfa], is_from_album[True])",confirm,Are you referring to Que Calor by J Balvin and El Alfa from an album?,15,,confirm,1,3,1,not so popular,0.8485724,1,0.001837436,544.2366333,8.471785908,match_scores,Que Calor,1
"confirm(name[As It Was], record_label[Columbia Records], from_album[Harry's House])",confirm," Are you referring to As It Was from Harry's House, released on Columbia Records?",14,,confirm,1,3,1,popular,0.823729,1,0.004632745,215.8547363,11.98091453,match_scores,As It Was,1
"confirm(name[Get Up!], producer[Skrillex], performer[Skrillex, Korn])",confirm,Are you referring to the Skrillex and Korn collaboration track Get Up! produced by Skrillex?,15,,confirm,1,3,1,not so popular,0.918521,1,0.016091729,62.14372635,10.12373487,match_scores,Get Up!,1
"confirm(name[Black Barbies], publication_year[2016], is_from_album[False])",confirm," Are you referring to Black Barbies, the song released in 2016?",11,,confirm,1,3,1,not so popular,0.7422744,1,0.006306908,158.5562897,6.837203339,match_scores,Black Barbies,1
"confirm(name[King of Sorrow], performer[Sade], genres[contemporary R&B])",confirm," Are you referring to Sade's King of Sorrow, the contemporary R&B song?",12,,confirm,1,3,1,not so popular,0.88722456,1,0.00900461,111.0542297,10.34360301,match_scores,King of Sorrow,1
"confirm(name[About Damn Time], record_label[Atlantic Records], genres[disco])",confirm," Are you referring to About Damn Time, the disco song by Atlantic Records?",13,,confirm,1,3,1,popular,0.86381066,1,0.00475175,210.4487762,12.30068629,match_scores_PPL,About Damn Time,1
"confirm(name[Careless Whisper], publication_year[1984], producer[George Michael])",confirm,Are you referring to George Michael's song Careless Whisper from 1984?,11,,confirm,1,3,1,popular,0.8795814,1,0.007666541,130.4369202,8.054496385,match_scores,Careless Whisper,1
"confirm(name[Mr. Brightside], publication_year[2003], producer[The Killers])",confirm,Are you referring to The Killers' Mr. Brightside from 2003?,10,,confirm,1,3,1,popular,0.86489,1,0.013625527,73.39165497,14.32314508,match_scores,Mr. Brightside,1
"confirm(name[Old Town Road], publication_year[2018], producer[Trent Reznor])",confirm,Are you referring to the 2018 song Old Town Road produced by Trent Reznor?,14,,confirm,1,3,1,popular,0.8880231,1,0.005395938,185.3246002,12.87433051,match_scores_PPL,Old Town Road,1
"confirm(name[Over It], from_album[Katharine McPhee], is_from_album[True])",confirm,Is Over It from the album Katharine McPhee?,8,,confirm,1,3,1,not so popular,0.7818086,1,0.001939838,515.5070801,10.55267032,match_scores,Over It,1
"confirm(name[Wanna Get to Know You], genres[hip hop music], instance_of[single])",confirm,Are you referring to the hip hop single Wanna Get to Know You?,13,,confirm,1,3,1,not so popular,0.7764583,1,0.012375313,80.8060379,8.032276873,match_scores,Wanna Get to Know You,1
"confirm(name[I Still...], publication_year[2005], performer[Backstreet Boys])",confirm,Are you talking about the song I Still... by Backstreet Boys released in 2005?,14,,confirm,1,3,1,not so popular,0.78960425,1,0.006453385,154.957428,23.90945316,match_scores,I Still...,1
"confirm(name[Apple Shampoo], is_from_album[True], from_album[Dude Ranch])",confirm,Is Apple Shampoo from the album Dude Ranch?,8,,confirm,1,3,1,not so popular,0.78497964,1,0.000433125,2308.801758,13.48511186,match_scores_PPL,Apple Shampoo,1
"confirm(name[Seven Nation Army], from_album[Elephant], performer[The White Stripes])",confirm,Are you referring to The White Stripes' Seven Nation Army from the album Elephant?,14,,confirm,1,3,1,popular,0.8549728,1,0.008601375,116.2604828,12.87433051,match_scores_PPL,Seven Nation Army,1
"confirm(name[King of Sorrow], is_from_album[True], publication_year[2001])",confirm,Are you referring to King of Sorrow from the album released in 2001?,13,,confirm,1,3,1,not so popular,0.67073786,1,0.009004652,111.0537033,3.737437944,match_scores,King of Sorrow,1
